Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade,Course_Name,Marital_status_Label
1,1,4,9238,1,1,125.0,1,19,38,9,6,114.9,1,0,1,1,0,1,19.0,0,Enrolled,12.0,8,18,0.0,10.7,Social Service,Single
1,1,1,9238,1,1,135.0,1,37,19,5,10,121.0,0,0,1,1,0,0,18.0,0,Enrolled,12.0,7,24,0.0,10.3,Social Service,Single
1,51,1,8014,0,1,121.0,1,1,38,5,7,112.3,0,0,0,1,0,0,22.0,0,Graduate,29.0,24,29,0.0,11.18881118881119,Social Service (Evening),Single
1,43,1,9070,1,1,141.0,1,1,19,5,10,127.0,0,0,0,1,0,0,20.0,0,Graduate,12.0,10,15,0.0,12.4,Communication Design,Single
1,39,1,9003,1,1,130.0,1,19,19,9,9,120.0,0,0,0,1,0,0,25.0,0,Dropout,12.0,0,12,0.0,0.0,Agronomy,Single
1,44,1,9003,1,39,180.0,1,1,3,4,2,180.0,0,0,0,1,0,0,21.0,0,Graduate,12.0,12,14,0.0,15.666666666666668,Agronomy,Single
1,1,1,9500,1,1,117.0,1,19,19,194,193,117.4,1,0,0,1,0,0,19.0,0,Enrolled,14.0,11,21,0.0,11.754166666666666,Nursing,Single
1,17,4,9773,1,1,127.0,1,1,19,4,1,115.8,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,13,0.0,13.119047619047619,Journalism & Communication,Single
1,1,3,9670,1,1,126.0,1,37,37,0,0,136.5,1,0,0,1,0,0,18.0,0,Graduate,10.0,7,14,1.0,12.625,Advertising & Marketing,Single
1,17,3,9500,1,1,143.0,1,3,3,9,7,129.0,1,0,0,1,1,0,19.0,0,Graduate,15.0,15,17,0.0,13.903472222222224,Nursing,Single
1,1,1,9085,1,1,144.0,Others,3,3,6,6,137.6,1,0,0,1,0,1,19.0,1,Graduate,10.0,10,11,0.0,15.7,Veterinary Nursing,Single
1,17,2,9773,1,1,126.0,1,37,38,5,5,129.5,1,0,1,0,0,0,18.0,0,Dropout,12.0,9,18,0.0,11.975,Journalism & Communication,Single
1,51,1,9238,1,39,140.0,1,38,38,5,7,129.1,1,0,0,1,0,1,20.0,0,Graduate,22.0,22,22,0.0,13.18181818181818,Social Service,Single
1,17,5,9500,1,1,148.0,1,1,19,4,8,130.2,1,0,0,1,0,0,19.0,0,Dropout,15.0,0,0,0.0,0.0,Nursing,Single
1,42,1,9500,1,1,100.0,1,19,37,5,7,134.3,1,0,0,1,0,0,28.0,0,Graduate,34.0,34,40,0.0,13.474736842105264,Nursing,Single
1,1,1,9238,1,1,151.0,1,37,1,9,9,138.4,1,0,0,1,0,1,20.0,0,Graduate,12.0,12,16,0.0,12.625,Social Service,Single
1,42,1,8014,0,1,120.0,1,37,38,90,7,120.0,1,0,0,1,0,0,30.0,0,Dropout,18.0,16,26,1.0,14.079365079365079,Social Service (Evening),Single
1,1,4,9500,1,1,135.0,1,1,19,9,7,123.5,1,0,0,1,0,1,19.0,0,Graduate,15.0,15,18,0.0,12.011607142857144,Nursing,Single
1,1,2,9070,1,1,121.0,1,19,19,3,3,116.1,1,0,0,1,0,0,22.0,0,Graduate,12.0,11,14,0.0,12.433333333333334,Communication Design,Single
1,1,1,9254,1,1,116.0,1,38,38,5,8,110.8,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,14,0.0,12.833333333333332,Tourism,Single
1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,1,0,0,1,0,0,23.0,0,Dropout,12.0,4,26,0.0,10.5,Basic Education,Single
1,17,4,9070,1,1,160.0,1,1,19,5,7,155.5,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,12,0.0,14.5,Communication Design,Single
1,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,1,0,0,1,0,0,18.0,0,Enrolled,12.0,9,15,0.0,11.916666666666668,Basic Education,Single
2,39,1,9773,1,19,100.0,1,37,37,0,0,163.5,0,0,1,0,1,0,20.0,0,Dropout,11.0,1,19,0.0,7.5,Journalism & Communication,Married
1,1,1,171,1,1,151.0,41,3,3,2,5,161.9,1,0,0,1,0,1,19.0,1,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,1,0,0,1,0,0,22.0,1,Graduate,12.0,12,13,0.0,10.75,Tourism,Single
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,23.0,1,Graduate,12.0,12,13,0.0,13.571428571428571,Social Service,Single
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20.0,0,Dropout,10.0,10,14,1.0,14.2,Veterinary Nursing,Single
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,20.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service,Divorced
4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,0,0,0,1,1,0,20.0,0,Graduate,24.0,16,36,0.0,11.61111111111111,Agronomy,Divorced
2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,20.0,0,Graduate,20.0,19,25,0.0,12.5,Management (Evening),Married
1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,20.0,0,Dropout,5.0,5,5,0.0,11.666666666666668,Veterinary Nursing,Single
1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,1,0,0,1,1,0,18.0,0,Graduate,15.0,15,17,0.0,12.159375,Nursing,Single
Others,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,20.0,0,Graduate,10.0,10,11,0.0,12.9,Management (Evening),Others
4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,0,0,1,0,1,0,20.0,0,Dropout,10.0,0,14,0.0,0.0,Management,Divorced
4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,0,0,0,1,1,0,20.0,0,Dropout,12.0,0,0,0.0,0.0,Equinculture,Divorced
2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,0,0,0,1,1,0,20.0,0,Graduate,32.0,32,32,0.0,12.534412955465587,Agronomy,Married
1,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,0,0,0,1,1,0,21.0,0,Enrolled,12.0,10,18,0.0,12.785714285714285,Tourism,Single
1,39,1,33,1,1,100.0,41,38,37,9,8,100.0,0,0,1,0,1,0,35.0,1,Dropout,14.0,3,25,0.0,5.625,Biofuel Production Tech,Single
2,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,1,0,0,1,1,0,20.0,0,Graduate,10.0,8,22,5.0,14.75,Equinculture,Married
1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,18.0,0,Dropout,10.0,6,21,0.0,13.416666666666668,Management,Single
2,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,1,0,0,1,1,0,20.0,0,Graduate,12.0,12,13,0.0,13.666666666666666,Social Service (Evening),Married
1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,0,0,0,1,1,0,20.0,0,Enrolled,12.0,8,21,0.0,10.4,Tourism,Single
1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,1,0,0,1,1,0,22.0,0,Graduate,12.0,11,23,0.0,12.157142857142857,Agronomy,Single
1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,0,0,0,1,1,0,39.0,0,Dropout,10.0,4,21,0.0,17.166666666666664,Informatics Engineering,Single
1,44,1,9085,1,39,130.0,1,2,2,6,6,130.0,0,0,0,0,1,0,20.0,0,Enrolled,12.0,8,31,0.0,12.6,Veterinary Nursing,Single
2,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,0,0,0,1,1,0,20.0,0,Dropout,10.0,6,17,0.0,13.833333333333332,Management,Married
1,7,1,9556,1,Others,190.0,1,5,5,2,2,190.0,1,0,0,1,1,0,20.0,0,Dropout,5.0,5,5,0.0,13.1875,Oral Hygiene,Single
2,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,1,0,0,1,1,0,32.0,0,Dropout,10.0,0,10,0.0,0.0,Management (Evening),Married
1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,0,0,0,1,1,0,20.0,0,Graduate,16.0,16,16,0.0,13.984126984126984,Social Service,Single
5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,0,0,0,1,1,1,37.0,0,Dropout,10.0,9,19,2.0,13.166666666666668,Management (Evening),Facto union
2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,0,0,0,1,1,0,20.0,0,Graduate,17.0,17,17,0.0,12.321428571428571,Social Service (Evening),Married
2,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,0,0,0,1,1,0,20.0,0,Graduate,31.0,31,31,0.0,14.17094017094017,Agronomy,Married
2,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,0,0,0,1,1,0,20.0,0,Graduate,20.0,20,20,0.0,15.252525252525254,Tourism,Married
1,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,0,0,1,0,1,0,20.0,0,Dropout,11.0,0,12,0.0,0.0,Social Service (Evening),Single
2,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,1,0,0,1,1,0,20.0,0,Dropout,10.0,0,10,0.0,0.0,Management (Evening),Married
1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,0,0,1,0,1,0,20.0,0,Dropout,10.0,0,10,0.0,0.0,Informatics Engineering,Single
2,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,0,0,0,1,1,0,33.0,0,Graduate,10.0,9,13,0.0,12.55,Veterinary Nursing,Married
1,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,0,0,0,1,1,0,18.0,0,Graduate,16.0,14,16,0.0,13.105714285714283,Nursing,Single
2,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,0,0,0,1,1,0,20.0,0,Graduate,10.0,10,13,2.0,13.95,Veterinary Nursing,Married
1,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,0,0,0,1,1,0,20.0,0,Graduate,24.0,24,29,0.0,11.923076923076923,Social Service (Evening),Single
1,39,1,9130,1,9,133.1,1,34,Others,0,90,107.5,0,0,0,1,1,0,29.0,0,Dropout,10.0,0,10,0.0,0.0,Equinculture,Single
4,39,1,9670,1,1,140.0,1,2,1,3,9,170.0,0,0,1,0,1,0,20.0,0,Dropout,12.0,3,17,0.0,7.166666666666667,Advertising & Marketing,Divorced
2,42,1,9991,0,6,123.0,1,37,37,9,9,123.0,0,0,0,1,1,0,37.0,0,Enrolled,10.0,10,15,0.0,16.700000000000003,Management (Evening),Married
1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,1,0,0,1,1,0,18.0,0,Enrolled,12.0,10,23,0.0,13.100000000000001,Advertising & Marketing,Single
1,43,1,33,1,19,133.1,1,38,38,4,4,140.0,0,0,1,1,1,0,35.0,0,Dropout,19.0,9,29,2.0,12.333333333333332,Biofuel Production Tech,Single
1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,0,0,0,1,1,0,23.0,0,Enrolled,12.0,12,19,0.0,12.5,Tourism,Single
1,1,1,171,1,1,156.0,1,19,38,9,5,170.0,1,0,0,1,1,0,22.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,39,1,8014,0,1,140.0,1,37,37,90,5,115.5,0,0,0,0,1,0,33.0,0,Dropout,12.0,1,6,0.0,5.5,Social Service (Evening),Single
1,7,3,9130,1,3,130.0,1,37,Others,90,10,130.0,0,0,0,0,1,0,20.0,0,Dropout,10.0,0,18,7.0,0.0,Equinculture,Single
4,7,1,9500,1,3,140.0,1,37,38,9,7,140.0,0,0,0,1,1,0,20.0,0,Graduate,15.0,15,15,0.0,15.8875,Nursing,Divorced
1,51,1,9670,1,1,140.0,1,12,5,3,3,126.6,0,0,0,1,1,0,19.0,0,Graduate,13.0,13,15,0.0,14.401785714285715,Advertising & Marketing,Single
1,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,0,0,0,1,1,0,35.0,0,Dropout,10.0,0,10,0.0,0.0,Management (Evening),Single
1,1,2,171,1,1,131.0,41,19,1,4,7,131.4,1,0,0,1,1,0,20.0,1,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,1,0,0,1,1,0,18.0,0,Enrolled,12.0,9,21,0.0,12.475,Advertising & Marketing,Single
1,1,1,9773,1,1,120.0,1,19,37,9,9,118.3,0,0,1,0,1,1,18.0,0,Dropout,12.0,8,26,0.0,12.083333333333332,Journalism & Communication,Single
1,44,1,9003,1,39,140.0,1,2,1,4,6,140.0,0,0,0,1,1,0,21.0,0,Graduate,12.0,10,23,0.0,11.904761904761905,Agronomy,Single
1,1,1,9254,1,1,132.0,1,1,19,6,6,124.7,1,0,0,1,1,0,21.0,0,Graduate,12.0,11,17,0.0,11.8,Tourism,Single
2,39,2,9147,1,1,130.0,1,19,37,4,7,140.0,0,0,0,1,1,0,34.0,0,Graduate,10.0,7,17,1.0,12.208333333333332,Management,Married
4,39,1,9130,1,1,140.0,1,37,37,6,7,150.0,1,0,0,1,1,0,34.0,0,Dropout,12.0,0,15,0.0,0.0,Equinculture,Divorced
1,17,2,9670,1,1,110.0,1,3,3,4,10,115.6,1,0,0,1,1,0,21.0,0,Graduate,12.0,11,18,0.0,11.9375,Advertising & Marketing,Single
1,43,1,9773,1,1,140.0,1,3,37,3,7,116.9,0,0,0,1,1,0,32.0,0,Enrolled,18.0,13,25,0.0,11.80952380952381,Journalism & Communication,Single
1,17,2,9254,1,1,130.0,1,37,37,5,7,123.4,1,0,0,1,1,0,30.0,0,Dropout,12.0,5,32,0.0,10.666666666666668,Tourism,Single
1,1,1,171,1,1,137.0,1,1,3,3,7,146.5,1,0,1,1,1,0,19.0,0,Enrolled,23.0,21,28,0.0,11.59090909090909,Animation & Multimedia,Single
1,51,1,9773,1,1,158.0,1,1,19,8,8,117.1,1,0,0,1,1,0,20.0,0,Dropout,13.0,11,14,0.0,13.416666666666668,Journalism & Communication,Single
1,1,1,9070,1,1,124.0,1,19,19,9,7,113.9,1,0,0,1,1,0,18.0,0,Dropout,12.0,0,0,0.0,0.0,Communication Design,Single
1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,0,0,0,1,1,0,19.0,0,Graduate,12.0,12,13,0.0,13.464285714285715,Tourism,Single
1,17,3,9500,1,1,142.0,1,3,3,3,3,132.9,1,0,0,1,1,0,18.0,0,Dropout,14.0,11,17,0.0,13.3,Nursing,Single
1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,0,0,0,1,1,0,27.0,0,Dropout,10.0,7,17,0.0,10.916666666666668,Management (Evening),Single
1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,20.0,0,Graduate,12.0,11,13,0.0,14.0,Journalism & Communication,Single
2,43,1,9003,1,1,149.0,1,1,1,4,5,156.1,1,0,0,0,1,0,29.0,0,Dropout,12.0,0,14,0.0,0.0,Agronomy,Married
1,51,1,9003,1,39,130.0,1,1,19,4,4,120.0,1,0,1,0,1,0,22.0,0,Dropout,12.0,5,25,0.0,11.166666666666668,Agronomy,Single
1,43,1,9085,1,1,110.0,Others,38,38,9,6,117.2,1,0,0,1,1,0,28.0,1,Graduate,31.0,30,71,6.0,11.964285714285715,Veterinary Nursing,Single
1,39,1,9670,1,6,133.1,1,1,1,90,3,107.0,1,0,0,1,1,0,30.0,0,Dropout,10.0,0,10,0.0,0.0,Advertising & Marketing,Single
1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,16,0.0,13.707936507936509,Nursing,Single
1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,1,0,0,1,0,0,21.0,0,Graduate,10.0,7,10,0.0,12.541666666666668,Advertising & Marketing,Single
1,1,1,9070,1,1,141.0,1,37,37,9,9,126.7,1,0,1,1,0,1,20.0,0,Graduate,12.0,12,19,0.0,14.0,Communication Design,Single
1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,21.0,0,Graduate,16.0,16,16,0.0,13.105,Nursing,Single
2,39,1,9991,0,19,133.1,1,19,37,7,9,137.2,0,0,1,0,0,0,32.0,0,Dropout,10.0,0,11,0.0,0.0,Management (Evening),Married
1,1,3,9070,1,1,122.0,1,37,37,9,9,125.9,1,0,0,1,1,1,20.0,0,Graduate,12.0,12,13,0.0,13.833333333333332,Communication Design,Single
1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,1,0,1,0,1,0,19.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,0,0,1,0,1,0,18.0,1,Dropout,12.0,7,13,0.0,11.791666666666668,Advertising & Marketing,Single
1,43,1,9991,0,1,130.0,1,37,2,9,4,126.5,1,0,0,0,1,0,23.0,0,Dropout,29.0,23,45,1.0,11.181818181818182,Management (Evening),Single
1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,20.0,0,Graduate,12.0,10,19,0.0,12.666666666666668,Tourism,Single
2,43,2,9147,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,20.0,0,Graduate,14.0,13,29,2.0,11.5875,Management,Married
1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,0,0,0,1,1,0,27.0,0,Graduate,30.0,30,34,0.0,12.3034188034188,Agronomy,Single
1,5,1,171,1,1,137.0,1,3,19,1,10,144.7,1,0,0,1,1,0,20.0,0,Enrolled,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,1,0,0,1,1,0,20.0,0,Graduate,16.0,15,19,0.0,12.0,Social Service (Evening),Married
1,15,1,9147,1,1,133.1,Others,1,3,Others,3,100.0,0,0,1,1,1,0,40.0,1,Enrolled,10.0,2,20,0.0,10.5,Management,Single
2,44,1,8014,0,39,150.0,1,1,1,5,5,154.0,0,0,0,1,1,0,37.0,0,Graduate,27.0,26,31,0.0,13.5625,Social Service (Evening),Married
1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,0,0,0,1,1,0,20.0,0,Enrolled,10.0,10,15,0.0,10.7,Management,Single
1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,0,20.0,0,Enrolled,10.0,8,13,1.0,12.2,Equinculture,Single
1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,0,0,0,1,0,0,26.0,0,Graduate,16.0,16,18,0.0,12.452380952380953,Management (Evening),Single
2,39,1,8014,0,1,133.1,1,37,37,9,7,162.5,0,0,0,1,1,0,20.0,0,Graduate,16.0,16,16,0.0,14.095238095238095,Social Service (Evening),Married
1,17,5,9670,1,1,132.0,1,19,19,5,5,134.1,1,0,0,1,1,0,21.0,0,Graduate,12.0,12,15,0.0,14.583333333333332,Advertising & Marketing,Single
1,1,1,9085,1,1,134.0,1,1,1,9,9,133.0,1,0,0,1,0,1,20.0,0,Graduate,12.0,12,16,0.0,15.142857142857142,Veterinary Nursing,Single
1,17,6,9773,1,1,126.0,1,1,19,5,5,119.0,1,0,0,1,0,0,18.0,0,Dropout,12.0,0,0,0.0,0.0,Journalism & Communication,Single
1,1,3,9500,1,1,136.0,1,1,19,4,9,131.1,1,0,0,1,0,0,19.0,0,Enrolled,15.0,13,21,0.0,13.352936507936509,Nursing,Single
1,1,2,9238,1,1,129.0,1,38,1,4,10,129.4,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,14,0.0,12.25,Social Service,Single
1,1,1,9085,1,1,126.0,1,3,1,2,8,123.9,1,0,0,1,0,0,19.0,0,Enrolled,12.0,8,31,0.0,12.0,Veterinary Nursing,Single
1,44,1,9085,1,39,140.0,1,1,1,4,7,140.0,1,0,1,1,0,0,22.0,0,Dropout,12.0,9,21,0.0,12.0,Veterinary Nursing,Single
1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,0,0,0,1,0,0,19.0,0,Graduate,12.0,12,15,0.0,15.3125,Veterinary Nursing,Single
1,1,1,171,1,1,148.0,1,3,2,4,2,131.6,1,0,0,1,0,0,21.0,0,Dropout,23.0,17,25,1.0,13.2875,Animation & Multimedia,Single
1,17,1,9853,1,1,119.0,1,3,3,Others,Others,110.6,0,0,0,1,0,0,20.0,0,Enrolled,14.0,12,16,0.0,13.083333333333334,Basic Education,Single
1,17,3,9773,1,1,123.0,1,1,19,5,5,117.4,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,13.166666666666668,Journalism & Communication,Single
1,17,1,9773,1,1,150.0,1,38,38,7,7,137.8,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,15.25,Journalism & Communication,Single
1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,1,0,1,1,0,0,20.0,0,Dropout,12.0,6,20,0.0,11.083333333333332,Advertising & Marketing,Single
1,1,1,9500,1,1,152.0,1,19,37,3,8,156.9,0,0,0,1,0,1,18.0,0,Graduate,15.0,15,18,0.0,14.650875,Nursing,Single
1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18.0,0,Enrolled,16.0,12,18,4.0,13.345,Nursing,Single
1,1,2,9773,1,1,130.0,1,1,34,9,9,124.8,1,0,0,1,0,1,20.0,0,Graduate,12.0,11,13,0.0,12.566666666666666,Journalism & Communication,Single
1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,19.0,0,Graduate,12.0,12,17,0.0,11.488095238095237,Social Service,Single
1,1,1,9070,1,1,153.0,1,3,3,1,2,146.7,1,0,0,1,0,0,18.0,0,Graduate,12.0,11,12,0.0,13.833333333333332,Communication Design,Single
1,1,1,9500,1,1,148.0,1,3,1,4,5,132.8,0,0,0,1,0,0,18.0,0,Graduate,16.0,14,16,0.0,14.537142857142856,Nursing,Single
1,5,3,9085,1,1,143.0,1,37,37,0,90,159.1,0,0,1,1,0,1,18.0,0,Dropout,10.0,10,10,0.0,14.2,Veterinary Nursing,Single
1,17,3,171,1,1,147.0,1,19,1,5,4,137.6,1,0,0,1,0,1,20.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,17,1,9773,1,1,138.0,1,1,19,9,9,124.0,0,0,0,1,0,1,19.0,0,Graduate,12.0,12,12,0.0,13.5,Journalism & Communication,Single
1,39,1,9500,1,1,120.0,1,3,3,2,2,149.0,0,0,0,0,1,0,36.0,0,Dropout,13.0,2,24,0.0,5.75,Nursing,Single
1,17,1,9238,1,1,145.0,1,1,Others,9,2,129.6,0,0,0,1,0,1,19.0,0,Graduate,12.0,12,14,0.0,11.880952380952381,Social Service,Single
1,17,3,9238,1,1,118.0,1,3,1,2,5,110.0,1,0,0,1,0,0,18.0,0,Graduate,12.0,11,12,0.0,12.8,Social Service,Single
1,1,3,9773,1,1,121.0,1,19,19,3,3,116.1,0,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,12.666666666666666,Journalism & Communication,Single
1,1,3,9773,1,1,135.0,1,38,38,5,8,133.3,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,14.5,Journalism & Communication,Single
1,44,1,9070,1,1,140.0,1,1,1,9,8,144.3,1,0,0,1,0,0,19.0,0,Graduate,16.0,16,16,0.0,13.11111111111111,Communication Design,Single
1,18,3,9500,1,1,145.0,1,1,1,4,8,133.6,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,16,0.0,13.018571428571427,Nursing,Single
1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,19.0,0,Graduate,12.0,12,15,0.0,13.5,Equinculture,Single
1,1,1,9853,1,1,127.0,1,3,1,3,7,137.2,1,0,0,1,0,0,18.0,0,Enrolled,12.0,10,17,0.0,12.458333333333332,Basic Education,Single
1,53,1,9070,1,42,130.0,1,Others,19,3,5,130.0,1,0,0,0,0,1,22.0,0,Enrolled,12.0,10,18,0.0,11.5,Communication Design,Single
1,1,2,9238,1,1,117.0,1,19,1,9,8,110.0,1,0,1,0,0,0,18.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service,Single
1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,19.0,0,Graduate,10.0,10,13,0.0,12.899999999999999,Management,Single
1,1,1,9773,1,1,141.0,1,38,38,9,9,128.4,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,12,0.0,14.75,Journalism & Communication,Single
1,1,3,9853,1,1,122.0,1,1,3,5,3,113.6,0,0,0,1,0,0,19.0,0,Graduate,14.0,14,14,0.0,14.071428571428573,Basic Education,Single
1,17,2,9147,1,1,118.0,1,19,1,9,3,113.5,1,0,1,1,0,0,20.0,0,Enrolled,10.0,5,18,0.0,10.75,Management,Single
1,17,3,9070,1,1,142.0,1,1,38,3,5,146.9,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,12.583333333333332,Communication Design,Single
1,1,1,9130,1,1,143.0,1,3,3,2,10,141.3,0,0,1,0,0,0,23.0,0,Enrolled,12.0,10,21,0.0,13.5,Equinculture,Single
1,1,4,9773,1,1,143.0,1,1,3,4,7,129.7,1,0,0,1,0,0,20.0,0,Dropout,10.0,0,4,0.0,0.0,Journalism & Communication,Single
1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,20.0,0,Enrolled,12.0,12,15,0.0,11.333333333333332,Communication Design,Single
1,1,1,9238,1,1,115.0,1,1,1,9,4,109.1,1,0,1,0,0,1,22.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service,Single
1,17,2,9853,1,1,112.0,1,19,38,5,7,107.1,1,0,0,1,0,1,18.0,0,Graduate,14.0,13,17,0.0,12.904761904761905,Basic Education,Single
1,17,1,9500,1,1,135.0,1,19,38,9,9,129.2,0,0,0,1,0,1,18.0,0,Graduate,15.0,15,16,0.0,13.886746031746032,Nursing,Single
1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18.0,0,Graduate,15.0,15,16,0.0,14.29722222222222,Nursing,Single
1,1,1,9853,1,1,143.0,1,19,3,4,4,147.2,0,0,0,1,0,0,18.0,0,Graduate,14.0,14,14,0.0,15.357142857142858,Basic Education,Single
1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,21.0,0,Enrolled,10.0,8,20,0.0,12.733333333333334,Management,Single
1,17,1,9070,1,1,136.0,1,1,37,4,5,130.8,0,0,0,1,0,0,20.0,0,Enrolled,12.0,12,14,0.0,12.0,Communication Design,Single
1,16,1,9070,1,1,125.0,1,1,1,4,4,120.8,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,12,0.0,13.666666666666668,Communication Design,Single
1,17,2,9500,1,1,132.0,1,19,37,3,5,125.4,1,0,0,0,0,1,20.0,0,Enrolled,15.0,14,17,0.0,13.31357142857143,Nursing,Single
1,1,1,8014,0,1,123.0,1,34,37,9,90,121.3,1,0,0,1,0,0,25.0,0,Graduate,12.0,12,12,0.0,12.833333333333334,Social Service (Evening),Single
1,1,1,9147,1,1,142.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18.0,0,Graduate,10.0,9,18,0.0,11.8,Management,Single
1,1,3,171,1,1,147.0,1,12,19,9,3,151.6,1,0,0,1,0,0,19.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
