Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Educational_special_needs,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade
1,1,115.0,109.4,0,1,0,19.0,Graduate,12.0,11,16,0.0,13.033333333333333
3,1,146.0,143.6,0,1,0,18.0,Dropout,12.0,12,12,0.0,12.75
3,1,132.0,124.3,1,1,0,18.0,Dropout,12.0,0,0,0.0,0.0
5,1,116.0,119.5,0,0,0,18.0,Dropout,12.0,0,0,0.0,0.0
1,1,163.0,175.6,0,1,0,18.0,Graduate,0.0,0,0,0.0,0.0
2,1,122.0,116.1,0,1,1,19.0,Graduate,10.0,8,13,0.0,11.1
2,1,136.0,126.6,0,1,0,18.0,Dropout,12.0,12,13,0.0,16.964285714285715
1,1,142.0,130.8,0,1,0,18.0,Graduate,10.0,8,14,1.0,12.833333333333332
6,1,139.0,133.5,0,1,1,18.0,Graduate,16.0,14,16,0.0,15.228571428571428
1,1,140.0,136.9,0,1,0,21.0,Graduate,18.0,18,19,0.0,13.0
1,1,165.0,142.3,0,1,1,18.0,Graduate,16.0,14,16,0.0,14.428571428571429
3,1,122.0,114.3,0,1,0,18.0,Graduate,12.0,12,15,0.0,13.794642857142858
2,1,135.0,122.9,0,1,0,18.0,Graduate,15.0,13,23,0.0,13.160666666666666
1,1,128.0,117.2,0,1,0,20.0,Graduate,15.0,13,19,0.0,12.00875
1,1,139.0,152.0,0,1,1,18.0,Graduate,10.0,10,13,0.0,13.3
2,1,125.0,122.2,0,1,0,18.0,Dropout,12.0,0,0,0.0,0.0
2,1,102.0,101.7,0,1,1,20.0,Graduate,10.0,10,12,0.0,11.7
1,1,116.0,119.9,0,1,0,20.0,Graduate,12.0,12,12,0.0,12.333333333333334
1,1,138.0,123.7,0,1,1,19.0,Dropout,10.0,4,10,0.0,5.5
1,1,135.0,121.8,0,1,1,19.0,Graduate,22.0,22,22,0.0,13.045454545454545
4,1,110.0,106.1,1,0,1,18.0,Dropout,12.0,1,6,0.0,5.5
3,1,132.0,124.3,0,1,1,19.0,Graduate,12.0,12,13,0.0,12.05952380952381
2,1,126.0,124.3,0,1,1,20.0,Graduate,16.0,16,16,0.0,12.98125
1,1,117.4,117.4,0,1,0,21.0,Graduate,12.0,11,16,0.0,11.266666666666666
2,1,120.0,112.7,0,1,0,21.0,Graduate,16.0,12,24,0.0,11.68
1,1,116.0,123.7,0,1,0,20.0,Graduate,12.0,12,13,0.0,14.0
2,1,111.0,105.8,0,1,0,19.0,Graduate,14.0,14,15,0.0,13.0
3,1,128.0,124.2,0,0,0,21.0,Dropout,10.0,4,15,0.0,11.0
1,1,123.0,122.3,0,1,0,18.0,Graduate,10.0,10,13,0.0,13.0
5,1,131.0,123.7,0,1,1,19.0,Graduate,12.0,10,15,0.0,11.933333333333334
2,1,135.0,129.8,0,1,0,18.0,Graduate,15.0,15,16,0.0,14.025
4,1,136.0,123.8,0,1,1,19.0,Graduate,16.0,14,16,0.0,13.314285714285717
2,1,132.0,126.4,0,1,1,18.0,Graduate,10.0,6,25,0.0,10.55
1,1,120.0,115.1,0,1,1,18.0,Enrolled,12.0,8,19,0.0,11.375
1,1,144.0,138.4,0,1,0,18.0,Graduate,12.0,12,14,0.0,13.785714285714285
1,1,129.0,118.2,0,1,1,18.0,Graduate,10.0,9,15,0.0,14.410714285714285
1,1,136.0,121.7,0,1,0,18.0,Dropout,12.0,2,12,0.0,6.5
3,1,125.0,118.0,0,1,1,18.0,Enrolled,12.0,12,13,0.0,14.166666666666668
1,1,125.0,119.8,0,1,0,18.0,Dropout,12.0,0,0,0.0,0.0
1,1,154.0,164.9,0,1,0,18.0,Graduate,12.0,12,12,0.0,13.583333333333332
1,1,100.0,100.0,0,1,1,20.0,Graduate,8.0,8,13,0.0,12.416666666666668
1,1,124.0,121.6,0,1,0,18.0,Enrolled,12.0,10,19,0.0,11.466666666666667
4,1,126.0,120.4,0,1,0,18.0,Graduate,12.0,10,15,1.0,11.100000000000001
6,1,124.0,117.8,0,1,1,20.0,Graduate,16.0,14,16,2.0,12.791428571428572
1,1,150.0,110.0,0,1,0,40.0,Graduate,15.0,13,20,0.0,11.4125
6,1,133.0,128.8,0,1,1,18.0,Graduate,15.0,13,22,0.0,12.212936507936508
5,1,126.0,116.6,0,1,0,19.0,Graduate,12.0,10,21,0.0,11.899999999999999
1,0,120.0,120.0,0,1,0,24.0,Dropout,10.0,0,11,0.0,0.0
3,1,175.0,157.5,0,1,0,19.0,Dropout,12.0,12,15,0.0,13.166666666666666
6,1,141.0,136.3,0,1,0,19.0,Graduate,16.0,14,16,0.0,14.1
1,1,133.0,121.5,0,1,1,20.0,Graduate,15.0,13,17,0.0,12.669761904761904
1,1,143.0,133.9,0,1,0,18.0,Graduate,15.0,15,15,0.0,15.550892857142856
1,1,141.0,136.8,0,1,1,18.0,Graduate,0.0,0,0,0.0,0.0
2,1,134.0,133.5,0,1,0,19.0,Graduate,15.0,15,16,0.0,14.575
3,1,138.0,130.0,0,1,0,18.0,Dropout,15.0,15,16,0.0,15.024999999999999
1,1,140.0,140.0,0,1,0,19.0,Graduate,12.0,11,29,0.0,13.0
2,1,142.0,132.7,0,1,1,19.0,Graduate,15.0,15,16,0.0,15.325
1,1,118.0,117.8,0,1,1,19.0,Graduate,15.0,14,16,0.0,14.185714285714287
2,1,131.0,126.1,0,1,1,19.0,Dropout,15.0,14,16,0.0,12.369285714285715
1,1,130.0,120.0,0,1,0,19.0,Graduate,14.0,12,14,0.0,14.566666666666668
1,1,133.1,100.0,0,0,0,25.0,Dropout,10.0,9,10,0.0,11.225
1,1,130.0,116.8,0,1,0,20.0,Graduate,16.0,14,16,0.0,12.685714285714283
1,1,130.0,128.3,0,0,0,23.0,Dropout,18.0,11,26,0.0,13.410714285714285
1,1,133.1,117.0,0,1,0,20.0,Dropout,12.0,0,0,0.0,0.0
1,0,130.0,131.5,0,1,0,27.0,Graduate,12.0,11,15,0.0,11.083333333333332
1,1,149.0,134.8,0,1,0,18.0,Graduate,16.0,16,16,0.0,14.445
1,1,163.0,146.6,0,1,0,18.0,Enrolled,12.0,9,19,0.0,12.675
1,0,130.0,130.0,0,0,0,23.0,Dropout,22.0,19,23,0.0,14.3125
6,1,145.0,127.5,0,1,1,19.0,Graduate,14.0,12,14,0.0,13.416666666666666
1,1,130.0,123.0,0,1,0,18.0,Graduate,10.0,10,15,2.0,11.866666666666667
1,1,128.0,100.0,0,1,0,20.0,Graduate,15.0,15,16,0.0,13.95625
2,1,111.0,114.2,0,1,0,18.0,Graduate,12.0,9,19,0.0,13.0
1,1,140.0,123.5,0,1,1,19.0,Graduate,16.0,16,16,0.0,14.75
1,1,140.0,144.3,0,1,1,19.0,Graduate,12.0,12,13,0.0,13.738095238095237
1,1,145.0,142.2,0,1,0,19.0,Enrolled,12.0,9,18,0.0,12.5
1,1,151.0,161.9,0,1,0,18.0,Graduate,10.0,9,14,0.0,14.303571428571429
1,1,132.0,135.9,0,1,0,18.0,Graduate,12.0,11,18,0.0,12.7
2,1,116.0,110.1,0,1,0,18.0,Graduate,12.0,12,12,0.0,12.666666666666668
1,1,120.0,122.5,0,0,0,28.0,Dropout,19.0,19,19,0.0,11.863636363636363
1,1,158.0,138.1,0,1,0,19.0,Dropout,12.0,5,19,0.0,13.25
1,1,116.0,117.3,0,1,0,20.0,Dropout,0.0,0,0,0.0,0.0
2,1,112.0,106.8,0,1,1,19.0,Graduate,15.0,13,17,0.0,13.573809523809523
1,1,126.0,120.1,1,1,1,20.0,Graduate,12.0,12,12,0.0,12.916666666666666
2,1,120.0,116.5,0,1,1,19.0,Graduate,12.0,10,17,0.0,12.1
1,1,117.0,120.0,0,1,0,21.0,Enrolled,12.0,9,14,0.0,12.399999999999999
1,1,153.0,139.7,0,1,1,19.0,Graduate,14.0,14,14,0.0,14.142857142857142
2,1,124.0,123.7,0,1,1,18.0,Graduate,12.0,12,16,1.0,12.669642857142858
2,1,127.0,116.5,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,126.0,122.2,0,1,1,19.0,Graduate,12.0,12,15,0.0,13.666666666666666
1,1,133.1,146.0,0,1,0,20.0,Graduate,12.0,11,12,0.0,12.083333333333332
2,1,114.0,108.8,0,1,0,18.0,Enrolled,14.0,11,20,0.0,12.366666666666667
1,1,133.0,133.0,0,1,0,18.0,Enrolled,0.0,0,0,0.0,0.0
1,1,130.0,123.8,0,1,0,18.0,Graduate,10.0,9,13,0.0,12.0
3,1,127.0,120.0,0,1,0,18.0,Dropout,12.0,0,6,0.0,0.0
3,1,143.0,126.9,0,1,0,18.0,Graduate,12.0,11,20,0.0,11.333333333333332
4,1,130.0,121.3,0,1,0,20.0,Dropout,12.0,11,20,0.0,11.785714285714285
3,1,136.0,129.0,0,1,1,19.0,Graduate,15.0,15,17,0.0,12.929285714285715
1,1,125.0,114.9,0,0,0,21.0,Dropout,12.0,6,15,0.0,12.166666666666666
1,1,110.0,106.5,0,0,0,20.0,Dropout,12.0,0,15,0.0,0.0
1,1,130.0,133.9,0,1,0,18.0,Graduate,12.0,9,18,0.0,11.725
1,1,135.0,124.9,0,1,1,20.0,Graduate,12.0,12,13,0.0,12.75
2,1,133.0,128.5,0,1,1,19.0,Graduate,16.0,16,16,0.0,14.07125
1,1,122.0,126.2,0,1,0,22.0,Dropout,10.0,9,23,7.0,13.725
1,1,122.0,121.7,0,0,0,22.0,Dropout,8.0,0,2,2.0,0.0
2,1,121.0,120.0,0,1,0,18.0,Enrolled,12.0,7,18,0.0,11.125
1,1,123.0,113.2,0,1,0,21.0,Enrolled,20.0,13,34,2.0,10.869047619047619
1,1,128.0,120.3,0,1,0,19.0,Graduate,12.0,7,20,0.0,12.3
4,1,139.0,127.8,0,1,0,19.0,Dropout,0.0,0,0,0.0,0.0
2,1,124.0,123.3,0,1,1,20.0,Dropout,16.0,14,16,2.0,14.901428571428571
3,1,135.0,126.3,0,1,1,18.0,Graduate,15.0,15,17,0.0,12.547777777777778
1,0,110.0,128.2,0,0,0,22.0,Dropout,17.0,12,17,0.0,10.8
4,1,138.0,134.9,0,1,0,20.0,Graduate,10.0,9,16,0.0,12.533333333333333
1,1,140.0,140.0,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.333333333333332
5,1,126.0,115.5,0,1,1,19.0,Graduate,15.0,14,18,0.0,12.732142857142858
2,1,113.0,106.7,0,1,1,20.0,Enrolled,14.0,11,18,0.0,12.559999999999999
1,0,120.0,140.0,0,1,0,25.0,Enrolled,10.0,6,22,0.0,11.0
1,1,145.0,136.6,0,1,1,19.0,Graduate,15.0,13,22,0.0,13.90904761904762
1,1,124.0,119.3,0,1,0,19.0,Graduate,16.0,16,16,0.0,13.11625
1,1,160.0,152.0,0,0,0,19.0,Dropout,11.0,0,5,0.0,0.0
1,1,138.0,144.3,0,1,0,20.0,Graduate,15.0,13,17,0.0,13.135714285714286
2,1,130.0,159.0,0,1,0,25.0,Enrolled,15.0,12,32,0.0,11.778571428571428
1,1,127.0,129.5,0,1,1,20.0,Graduate,14.0,12,14,0.0,12.333333333333334
1,1,170.0,140.0,0,1,0,24.0,Enrolled,12.0,9,19,0.0,16.075
3,1,111.0,105.4,0,1,0,20.0,Graduate,10.0,10,12,0.0,13.266666666666666
1,1,100.0,136.0,0,1,0,21.0,Graduate,15.0,15,17,0.0,13.924652777777776
1,1,160.0,160.0,0,1,1,19.0,Graduate,12.0,11,19,0.0,13.0
1,1,152.0,139.1,0,1,1,19.0,Graduate,12.0,12,12,0.0,13.166666666666668
2,1,144.0,126.9,0,1,1,21.0,Graduate,10.0,9,10,0.0,13.1
1,1,133.8,184.0,0,1,0,28.0,Graduate,15.0,15,18,0.0,16.79388888888889
1,1,125.0,125.0,0,0,1,19.0,Graduate,12.0,10,16,0.0,10.8
1,1,150.0,138.5,0,1,1,18.0,Graduate,10.0,10,11,0.0,13.8
5,1,143.0,133.5,0,1,1,18.0,Graduate,16.0,14,16,0.0,12.114285714285714
3,1,145.0,141.5,0,1,1,18.0,Graduate,16.0,16,16,0.0,13.05875
1,1,120.0,130.0,0,1,0,22.0,Graduate,16.0,14,16,0.0,13.285714285714286
1,1,138.0,131.0,0,1,0,19.0,Enrolled,10.0,7,17,0.0,10.833333333333332
1,1,145.0,145.0,0,1,1,18.0,Graduate,15.0,15,15,0.0,14.616964285714285
1,1,122.0,114.3,0,0,0,20.0,Dropout,12.0,0,0,0.0,0.0
1,1,110.0,108.3,0,0,0,26.0,Dropout,19.0,7,21,0.0,11.125
3,1,136.0,125.2,0,1,1,18.0,Graduate,12.0,12,14,0.0,13.8125
1,1,145.0,131.7,0,1,1,21.0,Dropout,12.0,9,19,0.0,11.916666666666666
4,1,141.0,126.3,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.297142857142855
1,1,149.0,147.6,0,1,0,20.0,Graduate,12.0,12,23,0.0,14.086538461538462
6,1,130.0,125.1,0,1,0,18.0,Graduate,15.0,14,24,0.0,13.101666666666667
6,1,121.0,123.8,0,1,1,19.0,Enrolled,10.0,8,13,0.0,11.7
1,1,128.0,130.8,0,1,0,20.0,Dropout,10.0,8,10,0.0,14.375
1,1,152.0,154.1,0,1,1,18.0,Graduate,12.0,12,13,0.0,12.952380952380953
2,1,132.0,122.6,0,1,1,20.0,Enrolled,10.0,7,17,0.0,12.3125
2,0,107.0,103.5,0,1,0,22.0,Graduate,12.0,10,16,0.0,12.8
1,1,131.0,132.8,0,1,0,18.0,Enrolled,0.0,0,0,0.0,0.0
1,0,141.0,100.0,0,1,0,21.0,Graduate,10.0,9,14,0.0,11.45
2,1,120.0,115.8,0,1,0,18.0,Enrolled,14.0,12,23,0.0,12.083333333333332
1,1,148.0,133.8,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.485714285714284
1,1,130.0,118.5,1,1,1,18.0,Graduate,12.0,12,14,0.0,11.642857142857142
1,1,145.0,150.3,0,1,0,19.0,Dropout,0.0,0,0,0.0,0.0
3,1,112.0,107.8,0,1,0,19.0,Enrolled,10.0,6,18,0.0,12.380952380952381
1,1,138.0,127.5,0,1,0,19.0,Enrolled,14.0,10,17,0.0,13.35
3,1,135.0,120.5,0,1,0,19.0,Graduate,16.0,14,22,0.0,13.258571428571427
1,1,118.0,117.3,0,1,0,19.0,Enrolled,10.0,8,19,0.0,12.125
1,1,123.0,120.6,0,0,0,19.0,Dropout,12.0,4,24,0.0,10.833333333333332
4,1,126.0,118.7,0,1,1,21.0,Graduate,12.0,12,13,0.0,13.035714285714285
2,1,150.0,130.8,0,1,1,20.0,Graduate,12.0,10,18,0.0,11.816666666666666
1,1,121.0,112.6,0,1,1,20.0,Graduate,10.0,10,14,0.0,13.742857142857144
1,0,133.1,117.2,0,1,0,20.0,Graduate,10.0,10,14,1.0,11.4
1,1,130.0,130.0,0,1,0,32.0,Enrolled,14.0,11,24,0.0,13.13125
3,1,139.0,131.8,0,1,0,18.0,Graduate,16.0,14,16,0.0,14.652857142857142
1,0,160.0,97.0,0,1,1,35.0,Graduate,12.0,12,15,0.0,11.333333333333334
1,1,110.0,130.0,0,0,0,32.0,Dropout,14.0,4,19,0.0,6.85
1,0,140.0,148.0,0,1,0,37.0,Graduate,19.0,19,19,0.0,14.238636363636363
2,1,130.0,103.4,0,1,0,30.0,Dropout,15.0,14,21,0.0,11.446428571428571
2,1,132.0,127.1,0,1,0,23.0,Graduate,12.0,11,20,0.0,12.666666666666668
2,1,139.0,124.0,0,1,1,20.0,Dropout,12.0,12,13,0.0,13.928571428571429
1,1,135.0,121.4,0,1,0,21.0,Graduate,10.0,8,13,0.0,11.625
1,1,117.0,118.1,0,1,0,19.0,Graduate,10.0,10,11,0.0,12.2
4,1,137.0,121.3,0,1,1,18.0,Graduate,16.0,14,16,0.0,15.07
1,1,144.0,119.5,0,1,0,18.0,Dropout,10.0,2,13,0.0,11.0
1,0,130.0,115.2,0,1,0,24.0,Enrolled,10.0,9,11,0.0,12.333333333333332
1,1,140.0,130.2,0,1,0,22.0,Graduate,12.0,8,22,0.0,12.8
4,1,130.0,130.0,0,1,0,18.0,Dropout,12.0,7,14,0.0,11.125
2,1,130.0,126.9,0,1,0,18.0,Graduate,12.0,11,19,0.0,12.869047619047619
2,1,152.0,168.5,0,1,0,21.0,Graduate,12.0,10,13,0.0,14.399999999999999
1,1,133.1,130.0,0,1,0,38.0,Dropout,14.0,5,27,0.0,10.916666666666668
1,1,140.0,122.8,0,1,1,19.0,Graduate,15.0,15,22,0.0,12.56875
1,1,133.1,110.0,0,1,0,36.0,Dropout,14.0,7,26,0.0,11.916666666666668
1,1,140.0,127.1,0,1,0,18.0,Graduate,10.0,8,18,1.0,11.875
3,1,133.1,108.5,0,1,0,19.0,Graduate,15.0,13,21,0.0,12.253125
1,1,140.0,138.2,0,0,0,21.0,Dropout,19.0,13,32,0.0,13.475
2,1,133.1,96.0,0,1,0,19.0,Enrolled,15.0,12,21,0.0,12.765833333333333
1,1,135.0,124.5,0,1,1,18.0,Graduate,12.0,11,19,0.0,11.714285714285715
1,1,120.0,120.0,0,1,0,20.0,Enrolled,21.0,21,23,0.0,12.83409090909091
1,1,140.0,132.3,0,1,0,20.0,Dropout,10.0,2,19,0.0,10.5
1,1,128.0,120.7,0,1,0,18.0,Graduate,12.0,10,18,0.0,11.583333333333332
1,1,141.0,132.6,0,1,1,18.0,Graduate,12.0,12,15,0.0,13.571428571428571
2,1,140.0,140.0,0,1,0,25.0,Dropout,10.0,0,18,7.0,0.0
6,1,139.0,124.5,0,1,0,19.0,Graduate,16.0,14,18,0.0,12.04142857142857
1,1,142.0,142.0,0,1,1,18.0,Graduate,0.0,0,0,0.0,0.0
1,1,130.0,130.0,0,1,0,39.0,Graduate,25.0,25,30,0.0,14.176282051282051
1,1,130.0,144.0,0,1,0,29.0,Graduate,31.0,31,33,0.0,15.376068376068377
1,1,125.0,128.5,0,1,0,18.0,Enrolled,14.0,13,17,0.0,12.107142857142858
1,1,140.0,140.0,0,0,0,23.0,Dropout,9.0,2,3,0.0,5.0
1,1,120.0,113.9,0,1,0,21.0,Dropout,12.0,7,21,0.0,11.291666666666668
1,1,147.0,137.2,0,0,0,18.0,Graduate,12.0,12,12,0.0,14.833333333333332
1,1,140.0,140.0,0,1,0,23.0,Graduate,12.0,12,15,0.0,15.973214285714285
1,1,161.0,152.3,0,1,0,18.0,Graduate,12.0,12,14,0.0,15.142857142857142
1,0,133.1,112.5,0,1,0,32.0,Graduate,12.0,11,15,0.0,12.983333333333334
2,1,150.0,101.0,0,0,0,29.0,Dropout,10.0,5,22,0.0,12.733333333333334
6,1,113.0,112.3,0,1,1,20.0,Graduate,12.0,9,16,0.0,11.675
1,1,140.0,114.0,0,0,0,28.0,Dropout,12.0,1,23,0.0,6.5
1,1,130.0,130.0,0,1,0,27.0,Graduate,10.0,7,20,0.0,12.8125
2,1,120.0,121.5,0,1,0,22.0,Graduate,28.0,24,28,4.0,12.333333333333334
1,1,133.1,120.0,0,1,0,37.0,Enrolled,12.0,12,22,0.0,12.8875
1,0,130.0,130.0,0,0,0,28.0,Dropout,12.0,1,12,0.0,5.5
1,1,120.0,125.7,0,0,0,20.0,Dropout,12.0,8,23,0.0,11.375
1,1,140.0,128.0,0,0,0,32.0,Dropout,15.0,0,15,14.0,0.0
1,1,123.0,113.2,0,1,1,20.0,Enrolled,12.0,9,24,0.0,11.125
1,1,133.1,120.0,0,1,1,35.0,Graduate,16.0,16,18,2.0,13.63
1,1,130.0,117.8,0,1,0,21.0,Graduate,10.0,7,15,1.0,12.25
4,1,126.0,121.3,0,1,1,18.0,Enrolled,14.0,13,16,0.0,12.88095238095238
1,1,176.0,169.7,0,1,1,18.0,Graduate,15.0,15,16,0.0,16.63888888888889
4,1,124.0,117.7,0,1,0,18.0,Graduate,12.0,9,21,0.0,12.0
1,0,120.0,121.8,0,1,0,22.0,Graduate,12.0,12,13,0.0,12.892857142857142
2,1,140.0,128.3,0,1,0,19.0,Graduate,16.0,14,16,0.0,12.764285714285714
2,1,143.0,132.2,0,1,1,18.0,Graduate,10.0,10,14,0.0,12.958333333333332
2,1,136.0,134.3,0,1,0,19.0,Dropout,0.0,0,0,0.0,0.0
1,1,132.0,123.4,0,1,1,18.0,Graduate,15.0,15,16,0.0,15.143809523809521
1,0,133.1,121.7,0,0,0,31.0,Dropout,10.0,0,14,0.0,0.0
1,0,100.0,130.0,0,1,1,33.0,Graduate,12.0,11,16,0.0,13.166666666666668
3,1,137.0,126.5,0,1,1,19.0,Graduate,16.0,16,16,0.0,13.57625
1,1,153.0,159.7,0,1,1,18.0,Graduate,12.0,12,13,0.0,15.488095238095237
1,1,160.0,151.3,0,1,0,23.0,Graduate,10.0,8,16,0.0,11.133333333333333
1,1,145.0,138.0,0,1,0,20.0,Graduate,12.0,11,17,0.0,11.6
5,1,137.0,126.5,0,1,0,18.0,Graduate,16.0,16,16,0.0,13.76375
1,1,140.0,140.0,0,1,0,21.0,Enrolled,18.0,13,24,0.0,12.725
1,1,120.0,112.3,0,1,1,22.0,Graduate,12.0,10,20,0.0,11.457142857142856
1,1,122.0,127.3,0,1,0,20.0,Graduate,12.0,12,13,0.0,11.916666666666666
1,1,130.0,130.0,0,1,0,23.0,Graduate,14.0,12,16,0.0,14.357142857142858
2,1,133.1,115.0,0,1,0,19.0,Graduate,12.0,12,12,0.0,12.75
6,1,150.0,131.5,0,1,0,19.0,Graduate,16.0,14,16,0.0,13.925714285714283
1,0,133.1,125.7,0,1,0,26.0,Dropout,10.0,5,18,0.0,11.5
6,1,141.0,126.8,0,1,0,18.0,Graduate,15.0,15,16,0.0,13.593650793650792
1,1,146.0,132.4,0,1,0,18.0,Dropout,10.0,1,10,0.0,8.0
1,1,150.0,150.0,0,1,0,20.0,Graduate,12.0,12,18,0.0,13.1625
1,1,133.1,95.0,0,1,0,19.0,Dropout,12.0,0,13,0.0,0.0
1,0,120.0,128.2,0,0,0,32.0,Dropout,13.0,9,13,0.0,11.2
1,1,150.0,130.0,0,0,0,31.0,Dropout,9.0,5,21,2.0,11.333333333333332
1,1,133.1,100.0,0,1,0,25.0,Enrolled,10.0,2,24,0.0,10.5
1,1,140.0,159.9,0,1,0,21.0,Graduate,12.0,10,24,0.0,13.333333333333332
1,0,140.0,100.0,0,0,0,31.0,Dropout,11.0,5,16,0.0,10.875
1,1,133.1,116.5,0,1,0,34.0,Dropout,14.0,2,18,0.0,11.5
1,1,128.0,120.0,0,1,1,18.0,Graduate,12.0,12,17,0.0,13.166666666666668
3,1,117.0,117.0,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,140.0,0,1,0,21.0,Enrolled,12.0,2,23,0.0,11.5
2,1,124.0,118.1,0,0,0,18.0,Dropout,12.0,8,21,0.0,12.4
1,1,158.0,153.5,0,1,0,20.0,Graduate,12.0,12,13,0.0,15.416666666666668
1,1,137.0,127.9,0,1,0,20.0,Graduate,12.0,12,13,0.0,12.345238095238095
3,1,123.0,118.8,1,1,1,18.0,Graduate,12.0,10,21,0.0,12.166666666666668
1,1,126.0,126.7,0,1,0,19.0,Graduate,12.0,10,18,0.0,12.041666666666668
1,1,170.0,170.0,0,1,0,19.0,Enrolled,10.0,4,12,6.0,7.375
1,1,133.1,110.0,0,1,1,30.0,Dropout,12.0,1,23,0.0,5.0
1,1,115.0,115.0,0,1,0,19.0,Graduate,12.0,12,13,0.0,12.428571428571429
3,1,132.0,119.0,0,1,0,19.0,Graduate,15.0,15,17,0.0,12.738888888888887
4,1,132.0,121.8,0,1,1,19.0,Graduate,16.0,14,16,0.0,13.6
1,1,143.0,133.4,0,1,0,19.0,Graduate,12.0,12,15,0.0,15.9375
3,1,137.0,131.4,0,1,0,20.0,Graduate,12.0,11,16,0.0,11.65
1,1,130.0,135.0,0,1,0,25.0,Dropout,11.0,2,12,0.0,7.0
2,1,121.0,122.8,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,130.0,140.0,0,1,1,34.0,Graduate,12.0,12,17,0.0,16.17142857142857
2,1,135.0,125.3,0,1,1,18.0,Graduate,16.0,14,16,0.0,11.785714285714286
6,1,137.0,126.3,0,1,1,18.0,Graduate,16.0,16,16,0.0,13.42375
1,1,100.0,100.0,0,1,0,20.0,Graduate,12.0,11,18,0.0,13.333333333333332
2,1,127.0,121.3,0,1,1,20.0,Graduate,16.0,14,16,0.0,12.464285714285714
1,0,140.0,135.0,0,1,0,23.0,Enrolled,20.0,13,33,0.0,12.4875
1,1,140.0,120.0,0,1,0,28.0,Dropout,12.0,1,17,0.0,5.0
1,1,121.0,113.7,0,1,0,18.0,Enrolled,12.0,11,18,0.0,12.514285714285714
1,1,131.0,129.7,0,1,0,19.0,Graduate,10.0,9,11,0.0,12.5
1,1,151.0,132.1,0,1,0,34.0,Dropout,10.0,6,13,0.0,11.0
1,1,130.0,120.3,0,1,0,35.0,Dropout,13.0,0,7,0.0,0.0
1,0,120.0,120.0,0,1,0,32.0,Graduate,10.0,10,15,0.0,11.966666666666667
2,1,136.0,123.1,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.833333333333332
5,1,125.0,119.4,0,1,0,18.0,Graduate,12.0,9,17,0.0,13.133333333333333
1,1,133.1,140.0,0,0,0,35.0,Dropout,10.0,9,16,1.0,12.15
1,0,133.1,116.5,0,1,1,24.0,Enrolled,12.0,8,16,0.0,11.875
1,1,120.0,113.0,0,1,1,20.0,Graduate,12.0,12,15,0.0,12.169642857142858
3,1,143.0,133.9,0,1,1,18.0,Graduate,12.0,12,14,0.0,13.25
3,1,133.1,115.5,0,1,1,20.0,Graduate,16.0,14,16,0.0,13.024285714285714
5,1,121.0,116.5,0,0,0,18.0,Dropout,12.0,0,12,0.0,0.0
1,1,168.0,171.2,0,1,1,18.0,Graduate,10.0,10,14,0.0,17.952380952380953
1,1,124.0,119.1,0,1,1,20.0,Graduate,10.0,8,14,0.0,11.25
2,1,127.0,121.1,0,1,0,19.0,Dropout,14.0,12,19,0.0,13.083333333333332
2,1,129.0,132.9,0,1,1,20.0,Enrolled,12.0,11,15,0.0,12.5875
1,1,137.0,132.8,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.333333333333334
1,1,120.0,126.7,0,1,0,20.0,Graduate,12.0,9,20,0.0,12.05
1,1,110.0,105.8,0,1,0,22.0,Graduate,15.0,13,17,0.0,14.052380952380954
2,1,120.0,117.2,0,1,1,18.0,Enrolled,11.0,10,18,0.0,13.5625
1,1,143.0,140.0,0,1,0,19.0,Graduate,16.0,14,16,0.0,14.285714285714286
1,1,120.0,120.0,0,1,0,22.0,Dropout,12.0,5,27,0.0,10.875
5,1,124.0,119.5,0,1,0,20.0,Graduate,10.0,10,10,0.0,16.200000000000003
1,1,168.0,153.9,0,0,0,34.0,Dropout,12.0,0,7,0.0,0.0
1,0,133.1,130.0,0,1,0,24.0,Dropout,11.0,1,19,0.0,5.0
2,1,150.0,107.0,0,1,0,26.0,Dropout,10.0,0,10,0.0,0.0
1,1,140.0,132.8,0,1,0,35.0,Dropout,14.0,9,19,0.0,12.49
1,0,145.0,127.5,0,1,0,22.0,Graduate,10.0,10,16,1.0,12.114285714285714
1,1,118.0,123.3,0,1,0,26.0,Enrolled,12.0,7,21,0.0,11.0
1,1,123.0,122.0,0,1,0,19.0,Dropout,10.0,3,12,0.0,6.166666666666667
5,1,120.0,114.8,0,0,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,140.0,0,1,0,20.0,Graduate,0.0,0,0,0.0,0.0
1,1,126.0,111.0,0,1,0,21.0,Graduate,19.0,18,21,0.0,12.716666666666667
2,1,137.0,133.2,0,1,1,19.0,Graduate,12.0,12,13,0.0,14.857142857142858
